GeneID	1-BC31	1-BC39	1-BC47	1-CR3	2-BC10	2-BC11	2-BC27	2-BC2	2-BC30	2-BC35	2-BC36	2-BC38	2-BC3	2-BC41	2-BC4	2-BC59	2-BC5	2-BC6	2-BC7	2-BC8	2-BC93	2-BC9	2-CR12	2-CR15	3-BC12	3-BC50	3-BC55	3-BC58	3-BC62	3-BC74	3-BC75	3-BC77	3-BC80	3-BC82	3-BC83	3-BC84	3-BC86	3-CR1	3-CR4	3-CR5	3-CR8
hsa-miR-2392	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	2	0	0	0	0	5	0	0	0	0	0	1	0
hsa-miR-23a-3p	6	213	69	0	720	213	494	3173	513	2085	4	543	107	3056	294	5033	99	509	1270	388	141	227	858	33	0	16	63	16	93	123	66	35	26	51	115	59	19	0	0	15	19
hsa-miR-23a-5p	2	0	0	0	2	4	0	2	0	13	0	4	3	8	7	52	5	1	10	2	0	2	6	5	2	3	0	0	8	0	2	0	0	0	5	0	0	0	1	2	0
hsa-miR-23b-3p	8	105	33	13	335	105	219	1617	175	1839	2	227	49	1401	193	4786	60	251	682	234	73	132	447	17	0	5	38	2	60	106	60	27	3	42	45	18	4	0	0	11	7
hsa-miR-23b-5p	0	3	0	0	2	0	0	1	0	8	0	0	0	4	0	14	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-23c	0	0	1	0	0	0	3	3	3	1	0	2	0	1	0	1	0	2	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
hsa-miR-24-1-5p	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
hsa-miR-24-2-5p	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-24-3p	28	215	61	1	455	159	327	1329	342	2066	1	356	56	1669	159	5839	53	228	614	305	64	157	707	35	8	26	127	61	139	230	174	114	76	282	297	136	67	0	4	44	63
hsa-miR-2467-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2467-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-25-3p	163	2023	1063	167	2569	630	951	11055	1555	6823	33	2084	281	11987	667	29479	198	917	2855	1464	1076	646	4595	85	9	36	172	36	44	153	48	69	36	90	103	63	23	0	7	32	53
hsa-miR-25-5p	0	0	0	0	3	4	3	20	7	30	0	4	0	29	3	68	4	3	15	6	0	0	12	0	0	7	10	13	12	21	5	1	5	32	10	10	7	0	16	3	10
hsa-miR-2681-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2681-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2682-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2682-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-26a-1-3p	0	0	0	0	0	0	0	2	0	7	0	0	0	0	0	32	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-26a-2-3p	0	0	0	0	3	0	0	3	0	3	0	0	0	2	0	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-26a-5p	29	2391	245	32	1072	91	487	5255	757	9555	10	777	68	4773	323	16598	50	671	1333	1371	799	189	1061	25	116	404	3133	1180	26179	52183	20152	12195	7485	10273	15835	4443	3527	0	97	1135	590
hsa-miR-26b-3p	0	4	0	0	4	1	0	11	3	3	0	2	0	5	0	23	0	4	0	0	1	1	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
hsa-miR-26b-5p	35	1814	95	15	1048	52	449	4971	596	3335	5	624	55	3216	347	4802	73	452	2011	1229	307	222	754	23	40	234	854	332	453	1484	684	633	420	795	770	444	197	0	17	465	316
hsa-miR-27a-3p	1	47	20	2	80	25	72	520	61	604	1	96	7	582	40	1586	10	46	156	42	40	19	144	4	0	6	8	3	18	45	12	15	4	18	17	16	4	0	0	2	2
hsa-miR-27a-5p	0	1	1	0	0	1	7	3	1	9	0	8	0	3	0	10	1	0	4	0	1	1	1	0	0	0	0	0	2	2	0	5	0	0	0	0	0	0	0	0	0
hsa-miR-27b-3p	0	318	26	0	113	39	68	575	166	1073	3	132	14	1054	54	2082	9	101	220	140	99	29	224	5	0	0	15	8	13	18	15	10	1	16	20	6	2	0	0	0	2
hsa-miR-27b-5p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	4	3	6	5	5	6	0	11	0	0	2	0	0	0	0
hsa-miR-28-3p	14	37	37	0	48	33	20	175	14	569	2	38	6	163	30	2069	11	49	99	22	33	26	56	2	6	13	57	21	620	482	276	134	64	98	319	55	55	0	25	20	63
hsa-miR-28-5p	0	0	0	0	0	1	3	6	0	30	0	3	0	0	1	46	0	0	4	1	2	4	3	0	0	7	11	8	124	90	67	28	29	43	60	6	14	0	0	9	2
hsa-miR-2861	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
hsa-miR-2909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-296-3p	0	0	0	0	1	0	0	0	0	2	0	0	0	2	4	7	0	0	0	1	0	2	1	1	0	0	0	0	5	6	0	0	0	3	0	0	0	0	4	0	0
hsa-miR-296-5p	4	15	4	0	29	7	7	21	3	34	0	3	1	27	6	157	1	1	40	13	1	6	19	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-299-3p	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	8	0	0	2	0	0	0	1	0	0	0	0	0	9	1	1	0	0	0	3	2	0	0	0	0	0
hsa-miR-299-5p	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-29a-3p	3	238	101	29	334	88	180	1337	234	469	11	229	33	1605	110	1506	22	208	295	269	160	62	503	6	8	21	143	43	47	124	95	88	61	114	250	134	35	0	5	39	24
hsa-miR-29a-5p	3	0	1	0	9	2	3	4	1	7	0	4	0	7	3	7	2	2	13	2	0	5	4	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
hsa-miR-29b-1-5p	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
hsa-miR-29b-2-5p	0	1	0	0	6	0	4	10	0	7	0	3	0	5	5	14	2	2	9	1	0	1	2	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0
hsa-miR-29b-3p	1	61	12	5	114	13	51	324	50	309	5	67	13	381	28	636	13	55	126	83	27	26	134	0	0	4	38	7	40	43	35	38	26	59	36	15	20	0	0	10	9
hsa-miR-29c-3p	21	414	180	38	1514	282	613	2984	843	2156	26	914	111	3881	320	4333	76	546	1222	964	495	169	1389	32	5	7	106	27	36	117	34	61	33	59	111	87	26	0	6	35	28
hsa-miR-29c-5p	0	2	0	0	14	11	5	45	4	27	1	11	3	38	7	152	5	10	19	8	5	6	11	4	0	0	0	0	4	2	0	0	6	0	0	0	0	0	0	1	0
hsa-miR-300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-301a-3p	0	6	0	0	67	4	27	168	18	218	0	30	9	83	18	357	8	24	73	35	3	26	62	2	0	0	0	0	9	3	2	0	0	0	0	0	0	0	0	0	0
hsa-miR-301a-5p	0	0	0	0	1	0	0	0	0	8	0	2	0	9	0	11	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-301b-3p	0	1	0	0	3	0	1	4	1	8	0	0	2	4	4	11	1	0	6	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-301b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-302a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-302a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-302b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-302b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-302c-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-302c-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-302d-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-302d-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-302e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-302f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3059-3p	0	0	0	0	5	4	3	2	1	0	1	0	0	2	4	2	5	0	1	0	0	1	1	5	10	9	14	0	2	0	1	1	1	0	1	3	2	0	15	15	10
hsa-miR-3059-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3064-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3064-5p	0	0	0	0	1	0	0	2	0	3	0	0	0	0	0	10	0	1	0	0	0	0	0	0	0	3	0	2	18	3	3	1	0	3	0	1	0	0	0	1	0
hsa-miR-3065-3p	0	4	0	0	0	0	0	0	0	3	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3065-5p	3	16	6	0	99	10	30	82	14	329	2	40	22	81	43	357	24	46	100	17	1	22	46	5	0	0	2	0	16	10	2	2	0	5	0	2	0	0	0	0	0
hsa-miR-3074-3p	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3074-5p	11	50	33	0	246	94	204	580	166	431	0	191	46	770	125	639	33	138	330	96	19	123	346	27	2	8	70	23	58	45	63	58	32	137	77	44	39	0	2	17	33
hsa-miR-3085-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3085-5p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	2	0	0	0	0	2	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	2
hsa-miR-30a-3p	0	5	0	4	6	1	4	12	2	7	0	7	0	34	2	55	0	8	12	7	7	2	9	0	6	26	59	25	67	92	62	67	55	67	164	101	24	0	18	25	29
hsa-miR-30a-5p	0	91	28	2	98	65	80	562	145	143	0	68	14	606	47	676	15	97	141	147	73	26	159	4	8	12	71	35	49	81	40	75	76	91	215	88	33	0	15	20	18
hsa-miR-30b-3p	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	13	4	111	54	36	12	5	34	10	4	11	0	0	2	0
hsa-miR-30b-5p	0	1	0	0	16	2	6	86	10	60	0	8	8	82	7	169	3	6	38	10	0	11	23	0	0	0	6	5	9	4	1	3	1	0	1	0	2	0	0	1	0
hsa-miR-30c-1-3p	0	0	0	0	1	1	0	10	0	16	2	2	1	1	1	34	2	1	10	0	0	1	1	3	3	22	13	4	157	79	31	30	11	36	55	16	11	0	12	14	20
hsa-miR-30c-2-3p	0	0	0	0	1	0	0	1	0	3	0	0	0	3	0	2	0	1	0	0	0	0	0	0	0	0	1	14	5	5	0	2	2	0	13	2	3	0	1	0	0
hsa-miR-30c-5p	1	21	2	0	48	5	17	257	30	100	0	32	5	210	14	422	2	16	67	37	18	17	75	1	0	2	6	4	0	3	1	1	0	0	0	3	2	0	0	2	1
hsa-miR-30d-3p	0	1	2	0	3	0	0	11	2	17	0	3	1	6	2	35	0	4	5	3	0	0	8	0	0	0	1	0	2	2	5	2	0	9	1	4	2	0	1	0	6
hsa-miR-30d-5p	26	375	173	25	809	186	252	2533	422	1934	7	306	67	2566	203	7925	44	285	837	672	374	121	983	17	22	126	333	201	393	1134	454	456	426	325	762	467	271	0	38	144	178
hsa-miR-30e-3p	0	16	5	0	14	3	5	53	7	116	0	11	1	64	7	311	0	10	17	4	40	2	9	0	9	16	71	24	705	752	313	169	110	182	255	113	59	0	14	21	46
hsa-miR-30e-5p	8	262	83	0	752	144	323	1946	465	1146	18	379	52	2158	159	2784	46	216	677	517	186	162	754	19	8	29	120	40	53	248	118	150	134	139	282	163	57	0	6	62	81
hsa-miR-3115	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3117-3p	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3117-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
hsa-miR-3120-3p	0	0	0	0	1	0	0	1	0	6	0	0	0	6	1	7	0	2	2	2	0	2	1	0	0	0	0	0	7	6	6	3	2	0	4	2	1	0	0	0	0
hsa-miR-3120-5p	0	0	0	0	2	0	1	3	4	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3121-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0
hsa-miR-3121-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	2	0	0	0	0
hsa-miR-3123	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	15	0	2	0	0	0	0	1	0	0	0	0	0	11	21	2	2	0	4	7	0	1	0	0	2	3
hsa-miR-3124-3p	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	3	0	1	0	2	0	1	0	0	0	0	1	0	5	2	0	2	3	0	0	0	2	0	0	3	0
hsa-miR-3124-5p	0	0	0	0	0	0	0	1	0	4	0	0	0	3	1	17	0	0	0	1	0	0	0	0	1	3	4	0	1	6	0	0	1	0	3	3	5	0	5	0	0
hsa-miR-3125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3126-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	24	0	1	3	0	0	0	0	0	1	0	0	0	0	1	1	3
hsa-miR-3126-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3127-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3127-5p	0	3	0	0	0	1	0	3	1	2	0	0	0	2	0	6	0	3	4	2	0	0	1	0	0	2	1	8	1	2	0	0	6	0	8	3	3	0	0	0	1
hsa-miR-3128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3129-3p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3129-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3130-3p	0	0	0	0	0	0	0	1	0	2	0	2	0	3	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
hsa-miR-3130-5p	0	0	0	0	0	0	0	1	0	2	0	2	0	3	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-3131	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	23
hsa-miR-3132	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3133	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0
hsa-miR-3134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3135a	0	0	0	0	0	0	0	2	0	2	2	0	0	0	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-3135b	0	0	0	0	1	1	0	0	0	4	0	0	0	0	2	4	0	0	1	1	0	1	0	0	0	0	4	0	4	3	0	3	3	16	19	0	0	0	2	0	2
hsa-miR-3136-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3136-5p	0	0	0	0	1	0	1	1	0	0	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	3	1	3	0	0	0	2	0	0	0	0	0
hsa-miR-3137	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3138	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	2	0	0	1	0	0	0	0	3	0	3	3	0	0	0	4	0	2	2	0	0	0	0
hsa-miR-3139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
hsa-miR-31-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3140-3p	0	0	0	0	0	0	0	6	1	1	0	0	0	2	0	5	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3140-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3141	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
hsa-miR-3142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3143	0	0	0	0	1	0	1	4	0	5	0	1	0	3	0	3	0	0	0	0	0	0	0	0	0	0	8	0	0	11	4	4	5	0	10	2	1	0	0	1	0
hsa-miR-3144-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3144-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3145-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3145-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3147	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-3148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
hsa-miR-3150a-3p	0	0	0	0	1	2	1	0	0	5	0	0	0	1	1	12	0	0	2	3	0	2	1	0	1	0	2	0	1	0	0	0	0	0	0	0	1	0	0	1	2
hsa-miR-3150a-5p	0	0	0	0	0	2	0	0	0	1	0	1	2	1	0	1	0	1	0	0	0	1	1	0	4	0	0	7	0	0	1	0	0	0	0	2	0	0	2	0	0
hsa-miR-3150b-3p	2	0	0	0	2	2	1	1	0	4	0	2	3	2	0	6	1	1	0	0	0	3	1	0	3	0	0	0	4	0	2	1	0	4	0	1	0	0	6	2	0
hsa-miR-3150b-5p	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
hsa-miR-3151-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3151-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3152-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3152-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3153	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3154	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0
hsa-miR-3155a	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3155b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3156-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3156-5p	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-3157-3p	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3157-5p	0	0	0	0	1	0	0	1	0	9	0	0	0	2	0	7	0	1	4	0	0	0	4	0	0	4	0	4	0	6	5	0	0	5	0	1	0	0	0	3	1
